self,title,artifact,image,thumbnail,materials,dimensions,date,origin,distance,collection,link,license,link2,ledger,department,customer,page,origin2,production1,production2,materials2,description,author,book,publisher,author2,book2,publisher2,unit,pounds,pounds2,dollars,analytics,Thumb1,Thumb2,Thumb3,Thumb4,Thumb5,Thumb6,Thumb7,New Description,Notes,Notes2
Pipe,Pipe,Pipes from Arell's Tavern,Pipe.jpg,PipeThumbnail.jpg,Ceramic,,Post 1760,,,Alexandria Archaeology Museum,https://www.alexandriava.gov/Archaeology,Public Domain,https://en.wikipedia.org/wiki/Public_domain,PipeLedger.jpg,Personal,John King,76,"While, some pipes were produced locally in Virginia and New England, large quantities of pipes were imported from English, Irish, Dutch, and French manufacturers.",Ireland,,,"The Native American tradition of smoking tobacco through a pipe was enthusiastically taken up by the British and Colonials alike. The quality of pipes could vary greatly from crude coarseware to ornate and embellished. As a reasonably inexpensive and well used item that were frequently broken and discarded, they are ubiquitous at colonial archaeological sites to the extent that they are frequently used to help establish dates.",Ivor Noël Hume.,A Guide to Artifacts of Colonial America.,"(Philadelphia: University of Pennsylvania Press, 2001), 296-313.",,,,,3 pence per dozen,1.7,2.8,"The databases record seven purchases of pipes. Although smoking was a typically male activity, one purchase was made by a woman. They were sold by the dozen or by the gross. Although there were no qualifiers to indicate quality or type, the prices ranged from one and a half pence to sixteen pence.",Check,Thread,Linen,Hat,Thimble,Pins,Boots,,,
Razor,Razor,Razor,Razor.jpg,RazorThumbnail.jpg,"Iron/steel, brass & horn","OA closed - 5 15/16"", OA open - 10 1/2""",1770-1790,"England, Sheffield (probably)","3,575 mi.",Image Courtesy of The Colonial Williamsburg Foundation,http://emuseum.history.org/view/objects/asitem/items$0040:68920,All rights reserved,http://www.history.org/foundation/terms_faqs.cfm?showSite=mobile,RazorLedger.jpg,Personal,William Triplet,93,,,,,"Razors in the American colonies were straight steel blades with handles made of bone, wood, or metal that were used to remove facial hair. While shaving had historically been performed either by a domestic servant or a barber, by the mid eighteenth century, shaving had become a more private activity. Technical improvements in manufacturing made reliable steel razors increasingly available to individual consumers and the use of professional barbers decreased.",Alun Withey. “Shaving and Masculinity in Eighteenth-Century Britain.”,Journal for Eighteenth-Century Studies,36:2 (2013).,,,,1,9 pence,5.1,8.41,"The databases record seven purchases of razors. They were sold either individually or by the case, this distinction could identify consumers purchasing razors for personal use and professional barbers. Qualifiers used to describe razors in the ledger are fine polished, razors No. 145, and rusty. The prices ranged from four pence for three rusty razors to fifteen shillings for a case of razors.",Osnaburg,Gloves,Button,Garter,Cards,Gloves,,,,
Scale,Money Scale,Coin Scale,Scale.jpg,ScaleThumbnail.jpg,"Wood, iron/steel, brass, cloth, string, and paper",8 1/8” x 4” x 1 3/8” ,1750-1784,"England and America, Philadelphia",,Image Courtesy of The Colonial Williamsburg Foundation,http://emuseum.history.org/view/objects/asitem/items$0040:98152,All rights reserved,http://www.history.org/foundation/terms_faqs.cfm?showSite=mobile,ScaleLedger.jpg,Personal,"William Payne, Jr.",284,,,,,"Money scales were small balances used to determine the weight of coins. They played a large role in economic transactions of the American colonies. There was an overall scarcity of currency available and the currency that was in circulation was not unified. Coins were minted at different weights and values in different colonies, and coins from various European governments were accepted as well. Money scales, therefore were necessary to ensure that the coins were not counterfeit and determine the exchange value of these various types of coin. Many scale sets, such as the example from Colonial Williamsburg, had conversion tables affixed to the box. ","Watson, Alan D. “Society and Economy in Colonial Edgecombe County.” ",The North Carolina Historical Review,50:3 (1973): 231–255.,,,,,"7 shillings, 6 pence",51,84.1,"There is only one scale and weight set in the databases, it includes the scale, a complete set of weights, and a shagreen case.",Allspice,Thimble,Rum,Handkerchief,Check,Linen,Salt,*,,
Snuff,Snuff,Snuff,Snuff.jpg,SnuffThumbnail.jpg,Tobacco,,,,,Gebrüder Bernard via WikiMedia Commons,https://en.wikipedia.org/wiki/File:Schnupftabak_lose.jpg,GFDL,https://en.wikipedia.org/wiki/GNU_Free_Documentation_License,SnuffLedger.jpg,Personal,Charles Mason,29,"While popular blends of snuff may have been imported from England, Scotland, or Sweeden, it is likely that Snuff in the colonies was produced with local tobacco.",AmericanColonies,,AmericanColonies,Snuff is a form of fine ground tobacco which is consumed by snorting (nasal inhalation). The practice was first recorded in the native population of Brazil but was transplanted to Europe and became a fashionable habit of the aristocracy. Snuff was often blended with fragrance to add another dimension to the effects of the tobacco.,"""Snuff-boxes and snuff bottles."" In","The Grove Encyclopedia of Decorative Arts,","edited by Campbell, Gordon. : Oxford University Press, 2006.","Publication, IARC Official.",Smokeless Tobacco And Some Tobacco-Specific N-Nitrosamines.,"Geneva :World Health Organization, 2006.",1 bottle,"2 shillings, 6 pence for 1 bottle",17,28,The databases record only two purchases of snuff. Snuff was sold by the bottle and one purchase is qualified as round snuff.,Paper,Velvet,Tea,WatchString,Ribbon,Linen,Sugar,,,
SnuffBox,Snuff Box,Snuff Box,SnuffBox.jpg,SnuffBoxThumbnail.jpg,Pewter,"OH: 5/8""; OL: 1 5/8""; OW: 1 1/16""",1792-1805,"Sheffield, England","3,575 mi.",Image Courtesy of The Colonial Williamsburg Foundation,http://emuseum.history.org/view/objects/asitem/items$0040:2931,All rights reserved,http://www.history.org/foundation/terms_faqs.cfm?showSite=mobile,SnuffBoxLedger.jpg,Personal,Bridget Castelow,106,"While snuff boxes may have been produced locally, extravagent examples were likely imported from England, France, or Germany.",England,,,"Snuff boxes were pocket-sized containers carried by men to hold snuff, a fine powdered tobacco. The popularity of snuff among the aristocracy, snuff boxes were often used to display conspicuous wealth and were often ornately decorated via engraving, enamel, or even encrusted in jewels. Snuff boxes were made of wood, horn, copper, brass, sliver, gold, or tortoiseshell.","""Snuff-boxes and snuff bottles."" In","The Grove Encyclopedia of Decorative Arts,","edited by Campbell, Gordon. : Oxford University Press, 2006.","Publication, IARC Official.",Smokeless Tobacco And Some Tobacco-Specific N-Nitrosamines.,"Geneva :World Health Organization, 2006.",,2 shillings,13.6,22.4,"The databases record four purchases of snuff boxes. While snuff was used predominantly by men, three of the four purchases of snuff boxes were by women. Their prices range from nine pence to two shillings.",Tea,Sugar,Rum,Check,Shoes,Osnaburg,,,,
Spectacles,Spectacles,Spectacles,Spectacles.jpg,SpectaclesThumbnail.jpg,"Steel, tortoise shell, and glass","W: 4 3/4""; Diam. of lens: 1""; OH: 1 3/8""",1750-1775,England,"3,607 mi.",Image Courtesy of The Colonial Williamsburg Foundation,http://emuseum.history.org/view/objects/asitem/items$0040:67451,All rights reserved,http://www.history.org/foundation/terms_faqs.cfm?showSite=mobile,SpectaclesLedger.jpg,Personal,Elizabeth Wright,104,,,,,Spectacles were corrective eyewear used to aid vision. Spectacles sold in a shop such as Ramsay's would not be tuned to the eyesight of a specific user but generically use either convex lenses to aid farsightedness or concave lenses to aid nearsightedness. The addition of legs (now called arms) that rested on the ears was a fairly new invention introduced in 1727 by Edward Scarlett.,"""Spectacles."" In",The Oxford Companion to the Book.,"Oxford : Oxford University Press, 2010.",,,,1pr,6 pence,3.4,5.6,"The databases record four pairs of spectacles purchased. Three pair sold for six pence, while the last was purchased for four pence.",Cotton,Sugar,Rum,Salt,PenKnife,,,,,
Sword,Silver Hilted Sword,Smallsword,Sword.jpg,SwordThumbnail.jpg,"Silver, steel, iron, leather, wood",33”,1740,Boston,,Image Courtesy of The Colonial Williamsburg Foundation,http://emuseum.history.org/view/objects/asitem/items$0040:98086,All rights reserved,http://www.history.org/foundation/terms_faqs.cfm?showSite=mobile,SwordLedger.jpg,Personal,Captain Charles Broadwater,70,,,,,,,,,,,,,"6 pounds, 18 shillings",938,1550,"The databases record two swords, both sold with town belts. One sold for four pounds, twelve shillings and the other for six pounds eighteen shillings.",Harness,Stays,Shoes,Gloves,Needle,Candlestick,Iron,*,,
WatchString,Watch String,Watch Chain,WatchString.jpg,WatchStringThumbnail.jpg,"Glass beads, black silk ribbon","OL: 44 7/8""; OW: 3/8""",1835,New England,,Image Courtesy of The Colonial Williamsburg Foundation,http://emuseum.history.org/view/objects/asitem/items$0040:67893,All rights reserved,http://www.history.org/foundation/terms_faqs.cfm?showSite=mobile,WatchStringLedger.jpg,Personal,Captain John Monroe,64,,,,,"Watches in the eighteenth century were small handheld devises that we now call pocket watches. As such, they were attached to the wearer's clothing via a string or a chain both for security and ease of use.",,,,,,,,10 pence,5.67,9.35,"The databases record five watch strings. Watch strings were sold with a great deal of specificity. Two are identified as watch string No. 144, one is identified as a best watch string, and the fourth is identified by size (one eighth). Their prices range from ten pence to one shilling eight pence.",Salt,Gloves,Lawn,Osnaburg,Stays,Cap,Fringe,,,
Wig,Wig,Wig,Wig.jpg,WigThumbnail.jpg,Hair,,Mid 18thCentury,"Venice, Italy",,Metropolitan Museum of Art,https://www.metmuseum.org/art/collection/search/98379,OASC,http://www.metmuseum.org/about-the-met/policies-and-documents/image-resources/frequently-asked-questions,WigLedger.jpg,Personal,"Simon Ribton, Staymaker",299,,,,,,,,,,,,,8 shillings,54.4,89.7,The databases record only two wigs. One wig with no further qualifiers sold for eight shillings and a bob wig sold for twenty-one shillings six pence.,Hat,Shoes,Rum,Linen,Crape,Mending,Osnaburg,*,,
Bridle,Half Curb Bridle,Bridles and whips,Bridle.jpg,BridleThumbnail.jpg,Illustration,,1769,"Paris, France",6169 km.,Diderot et d'Alembert via Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Encyclopedie_volume_6-074.png,Public Domain,https://en.wikipedia.org/wiki/Public_domain,BridleLedger.jpg,Saddlary,Captain Lewis Ellzey,30,,,,,"A bridle, part of the harness, allows a rider or driver to control the horse's head. It is composed of connecting leather straps to which the bit and reins are attached.","""Bridle."" In",The Oxford Essential Dictionary of the U.S. Military.,"Oxford : Oxford University Press, 2001.",Diderot et d'Alembert,"Recueil de Planches, sur Les Sciences, Les Arts Libéraux, et Les Arts Méchaniques, avec Leur Explication.","(Paris: Braison, 1760).",,3 shillings,20.4,33.6,"The databases record eight purchases of bridles. Half of these are half curb bridles, two are snaffle bridles, and two are best small bridles. Their prices range from two shillings six pence for a snaffle bridle to four shillings six pence for a half curb bridle.",Lawn,Linen,Thread,Pins,Scissors,Fan,Stays,,,
CurryComb,Curry Comb,Curry Comb,CurryComb.jpg,CurryCombThumbnail.jpg,Engraved silver,,1771,"Alkmaar, Netherlands",,Victoria & Albert Museum,http://collections.vam.ac.uk/item/O91488/curry-comb-unknown/,"© Victoria and Albert Museum, London.",http://www.vam.ac.uk/content/articles/t/terms-and-conditions/,CurryCombLedger.jpg,Saddlary,William Baker,33,,,,,,,,,,,,,18 pence,10.2,16.8,"The databases record two purchases of curry comb brushes, and  three horse brushes. Their prices range from nine pence to two shillings.",Check,ShoeBuckle,Candlesticks,Teakettle,Pot,Tea,,*,,
Girth,Girth,"Gentlemen's Carriages: A Cabriolet, Charles Hancock",Girth.jpg,GirthThumbnail.jpg,Oil on canvas,20x30”,Between 1820 and 1830,,,Yale Center For British Art,http://collections.britishart.yale.edu/vufind/Record/1668469,Public Domain,https://britishart.yale.edu/using-images-works-public-domain,GirthLedger.jpg,Saddlary,Nathanial Smith,111,,,,,The girth is a strap going around the horse’s chest to affix either a saddle or a harness. It is made of leather.,"Ensminger, M. Eugene. ",Horses And Tack. ,"Boston :Houghton Mifflin, 1977.","Kazhdan, Alexander, and John W. Nesbitt. ""Horses."" ",The Oxford Dictionary of Byzantium. ,"Oxford: Oxford University Press, 1991.",,12 pence,6.8,11.2,"The databases record eight purchases of girths. Of these, five are identified as single girth and three are identified as double girth. Their prices range from seven pence to two shillings.",Nails,Hose,Hinge,Osnaburg,Button,Mohair,Thread,*,,
